file	segment	sent	Prompt	Thesis	dim3	dim4_Syntax	dim5
2020_MLa_196_2.docx	Introductory material	Some people believe that it is a waste of time and people can do something more effective instead of this.	H	H	L	1. H, 2. H	L
2020_MLa_196_2.docx	Introductory material	Others believe, that people can watch it and be happy and effective.	H	H	H	1. H, 2. H	H
2020_MLa_196_2.docx	Thesis	 In my opinion, there is no negative effect, when people watch programs, which they prefer.	L	H	L	1. L, 2. L	H
2020_MLa_196_2.docx	Argument	First of all, when you love sport and watch sport games on TV or at live sport events, you have unfogetable emotions.	H	H	L	1. 0, 2. H, 3. H	L
2020_MLa_196_2.docx	Elaboration	 The best example is the situation when man, who love football very much, watch the match on TV: he can cry, scream, jump.	L	L	L	1. L, 2. H, 3. H, 4. H	H
2020_MLa_196_2.docx	Elaboration	Thats all natural emotions of the fan of the football.	L	L	L	H	H
2020_MLa_196_2.docx	Elaboration	They do not waste the time, they spend their time with pleasure.	H	H	H	1. H, 2. H	L
2020_MLa_196_2.docx	Elaboration	Moreover, they can be effective before and after the game.	L	L	H	H	L
2020_MLa_196_2.docx	Argument	Secondly, watching sport can be useful for some persons.	H	H	L	0	H
2020_MLa_196_2.docx	Argument	Sportive people, who do it professional, can watch game to gain experience and skills.	H		L	H	H
2020_MLa_196_2.docx	Elaboration	 For example, girl from professional dancing club watch dance competition on the Internet to develop her abilities and to know something new.	H	H	L	1. H, 2. H	H
2020_MLa_196_2.docx	Argument	Thirdly, every person have a hobby.	L	L	H	0	L
2020_MLa_196_2.docx	Argument	Some people like to watch serials and films, others prefer reading books.	L	H	H	1. H, 2. H	L
2020_MLa_196_2.docx	Argument	It seems to me that we do not call people's hobby ''waste of time''.	L	L	L	H	L
2020_MLa_196_2.docx	Elaboration	For example, a part of the people like to watch music competiton on TV in their free time.	L	H	L	H	L
2020_MLa_196_2.docx	Elaboration	People can not say, that this group is not effective, because it is their decision, how pass their free time.	L	H	L	1. H, 2. H	L
2020_MLa_196_2.docx	Elaboration	The same thing with the sport games, for some people it is hobby and a big part of the life.	L	L	L	1. L, 2. H	L
2020_MLa_196_2.docx	Conclusion	 As a result, I should say, that watching sport games on TV or at live events have not negative effect on your effectiveness, because people should do what they want to do in their free time.	H	H	L	1. 0, 2. L	H
2020_MLa_196_2.docx	Conclusion	If this help them to feel something wonderful, I think, they can watch their favourite sport games without any doubts.	H	H	L	1. H, 2. H	H
2020_MLa_197_2.docx	Introductory material	There are people who believe that visiting sports events or watching their broadcasts is useless.	H	H	H	0	H
2020_MLa_197_2.docx	Thesis	However, others disagree and claim that there are many benefits in enjoying sports games from the stands, and I am of the same opinion.	H	H	H	1. L, 2. H, 3. H	H
2020_MLa_197_2.docx	Argument	On the one hand, many says that the habit of doing sports yourself is much more important and beceficial for a person that watching other people do it.	H	H	L	0	H
2020_MLa_197_2.docx	Elaboration	 For instace, while playing football, swimming or skiing are really good for one's heath watching others playing and moving is simply useless for you, some argue.	H	H	L	1. H, 2. H	H
2020_MLa_197_2.docx	Argument	 Moreover, the habit of watching sports games like football or bascketball, causes people to spend more evening in front of the TV, usually with a pack of chips and couple cans of beer.	H	H	L	L	H
2020_MLa_197_2.docx	Elaboration	Studies show that active lifestyle, fitness routine and balanced diet are key to maintaining health, especially for middle-aged people and older.	L	L	L	H	L
2020_MLa_197_2.docx	Elaboration	At the same time, is one of the sports fan not in the sense of doing them, but rather watching them, such a habit encourages such people for more unhealhy activities and wasting time in front of the TV or in the stadium with a hot dog.	L	L	L	1. H, 2. H, 3. H	L
2020_MLa_197_2.docx	Argument	  In addition, some people also note that while the main reason for watching sports is the love for the game and the interest who will win.	L	L	L	L	H
2020_MLa_197_2.docx	Elaboration	 Is it not secret that betting on sports is a unfaire business that many people fall victims of.	L	L	L	1. H, 2. H	L
2020_MLa_197_2.docx	Elaboration	Many would say that you can get more emotion and get into trouble if you were doing something making more sense than watching a game you are not a part of.	L	L	L	1. L, 2. H, 3. H	L
2020_MLa_197_2.docx	Argument	However, I disagree with the opinion discoussed above, and here is why.	H	H	H	1. 0, 2. L	L
2020_MLa_197_2.docx	Argument	To begin with, I believe that watching sports is a great source of intertainment.	H	H	H	L	L
2020_MLa_197_2.docx	Elaboration	 From my point of view intertainment cannot be considered a waste of time, as everyone has to find interest in someting from time to time.	L	L	L	1. H, 2. L	H
2020_MLa_197_2.docx	Elaboration	Studies show that people who find time for their hobbies and let themselves their properly rest are overall more productive and creative than those who do not.	L	L	H	L	H
2020_MLa_197_2.docx	Elaboration	In these sence, watching sports can be very helpful, especially for children and young people, who might become interested in some sport and take it up.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_197_2.docx	Argument	Lastly, I think that watcing sports is one of those fun activities that can bring people together.	H	H	L	0	H
2020_MLa_197_2.docx	Elaboration	 Friends or family, any age or size of physical shape can gather together and enjoy the game.	H	H	L	1. H, 2. H	H
2020_MLa_198_2.docx	Introductory material	There is a widespread opinion that watching sports in live or in TV shows is a wasting time.	H	H	L	0	H
2020_MLa_198_2.docx	Thesis	However, I am absolutely do not agree with this statement.	L	H	H	H	L
2020_MLa_198_2.docx	Thesis	I assume that pass time like this is a great opportunity to relax or even to fell new emotions that people cannot feel in their everyday life.	H	H	L	1. H, 2. H, 3. H	L
2020_MLa_198_2.docx	Argument	The obvious argument in watching sports favour is an opportunity to receive emotions and feelings that cannot appear in our lifestyle.	H	H	L	H	H
2020_MLa_198_2.docx	Elaboration	 Beyond our wildest expectations, unfortunately, our typical life is unable to give us such emotions like courage, adrenaline, spirit of competition and even happiness.	L	L	H	H	H
2020_MLa_198_2.docx	Elaboration	Sports is one of the much easiest way to get it and to share it with other people.	H	H	L	1. H, 2. H	L
2020_MLa_198_2.docx	Elaboration	Moreover, according to several American researches, the most important beneficial aspect of sports is endorphine deluge that make us feel better and happy.	H	H	L	1. H, 2. H	L
2020_MLa_198_2.docx	Argument	Furthermore, watching sports may be the only one way to feel yourself as a part of the whole sport community.	H	H	L	L	H
2020_MLa_198_2.docx	Elaboration	  It means that if person has not a chance to do sports by himself due to several reasons (for example, he or she is disabled or even an invalid or may be he or she has not enough financial resources for special sport equipment) passing time like watching live sport events becomes the only one way for personal developing in this field.	H	H	L	1. H, 2. H, 3. H, 4. H	H
2020_MLa_198_2.docx	Elaboration	In order to feel happiness people always find out different niches for self-development that allow them to feel the truly life.	L	L	L	1. L, 2. H	L
2020_MLa_198_2.docx	Conclusion	 In conclusion, I tend to think that this kind of involvement in sports is much more better than life without it at all.	H	H	H	0	H
2020_MLa_198_2.docx	Conclusion	Someone would say that this kind of passtime is equal to sedentary lifestyle but, fortunately, there are several undisputed points like endorphine deluge that makes us happy and personal developing that prevail the opposite point of veiw.	L	H	L	1. H, 2. H, 3. H	H
2020_MLa_199_2.docx	Introductory material	It is often said that watching sport programes on TV is uselessly.	H	H	L	0	H
2020_MLa_199_2.docx	Thesis	 There are a lot of people who agree to this point of view, telling that watching cports is not educating way to spend your time, but there are others who think that is impotant to watch football matches or athletics on TV and I agree with them.	H	H	L	1. H, 2. H, 3. H, 4. H	H
2020_MLa_199_2.docx	Argument	Watching sports is not the waste of time for some reasons.	H	H	L	0	H
2020_MLa_199_2.docx	Argument	First of all, watching on TV how people do different sports can attract people do the same activity.	H	H	L	H	H
2020_MLa_199_2.docx	Elaboration	 For instance, the win of the favourite football team can awaken the desire the children to go to the football clsses or the shape of some athelets can make some people to lose some weight.	H	H	L	1. H, 2. H	H
2020_MLa_199_2.docx	Argument	 Moreover, in my opinion watching stort vidios are more helpful for people than watching funny videos about cats or something else on the Internet.	H	H	L	H	L
2020_MLa_199_2.docx	Elaboration	 While you are watching sports you wonder abot the resulst of the famouse sportsmen or your country on different championships.	H	H	L	1. H, 2. H	L
2020_MLa_199_2.docx	Argument	Another point of view, how I think, is based on lack of aducatiional tools of watching sport programes.	L	L	L	0	H
2020_MLa_199_2.docx	Elaboration	It is somewhat true that people should spend their free time with the benefit.	L	L	H	L	L
2020_MLa_199_2.docx	Elaboration	Nevertheless, they should always search for new information and improve their skills.	L	L	H	1. H, 2. H	L
2020_MLa_199_2.docx	Elaboration	They also claim that those who watch spots are always do it with the unhealthy food and drinks, so they harm their health.	H	H	L	1. L, 2. H	L
2020_MLa_199_2.docx	Conclusion	To sum up, I partly agree that watching sports a lot sometimes can lead to the waste of time, but as far as I am concerened, if you will follow the trend of watching sports to support the team or a sportsmen or, it would not be a waste of time.	H	H	L	1. 0, 2. H, 3. H	L
2020_MLa_199_2.docx	Conclusion	Moreover, you can do sports duaring wathing TV programmes.	H	H	L	H	H
2020_MLa_19_2.docx	Introductory material	Nowadays there is an opinion that watching sport is a bad thing because it wasted time.	H	H	L	1. 0, 2. H	H
2020_MLa_19_2.docx	Thesis	 I agree with this opinion and think that people should not watching sports events and with help a few examples I will explain my point of view.	H	H	L	1. H, 2. H, 3. H	H
2020_MLa_19_2.docx	Argument	Firstly, watching sports for a long time is inhealthy.	L	H	H	0	L
2020_MLa_19_2.docx	Elaboration	 Most of the sporting activities last for several hours, during which the person sits motionless on an armchair or sofa.	H	H	L	1. H, 2. H	L
2020_MLa_19_2.docx	Elaboration	It is very bad for health.	L	L	H	H	L
2020_MLa_19_2.docx	Elaboration	This can lead to diseases such as back pain, hemorrhoids, obesity.	L	L	H	H	H
2020_MLa_19_2.docx	Elaboration	For example, my grandfather was a very big footbal fan.	L	L	H	L	L
2020_MLa_19_2.docx	Elaboration	He watched matches every day.	L	L	H	L	L
2020_MLa_19_2.docx	Elaboration	THis lead to the fact that his legs constantly hurt and by the age of 50 he practically could not walk.	L	L	L	1. H, 2. H	L
2020_MLa_19_2.docx	Argument	Secondly, watching sports events for a long time becomes a kind of drug that more and more deprives us of time.	H	H	L	1. 0, 2. H	L
2020_MLa_19_2.docx	Conclusion	 In conclusion, watching sports event badly affects on a personal's life, because a person has such problems as healt problems, lack of work, lack of privacy.	L	H	L	1. 0, 2. H	H
2020_MLa_1_2.docx	Introductory material	Watching sports, both live and on TV, is sometimes claimed to be a waste of time.	H	H	H	0	H
2020_MLa_1_2.docx	Thesis	 I strongly disagree with this opinion	H	H	H	H	L
2020_MLa_1_2.docx	Argument	First of all, watching sport is an entertainment for millions of people.	H	H	L	0	L
